Dog_ID,Dog_Name,Dog_Gender,Dog_Breed,Date_of_Birth,Dog_Age,Training_Start_Date,Last_Training_Date,Training_Hours,Complete_Task,Health_Score,Stress_Level,Task_Completion_Rate,Time_Index,Behavioral_Notes
GR336,Bella21,Female,Golden Retriever,2022-08-26,2.1,2023-02-07,2023-10-09,168.73,3,85.18,3.3,0.2,2023-10-09,Bella was distracted.
LA337,Charlie19,Female,Labrador,2017-11-12,6.9,2018-07-14,2020-06-24,374.13,6,65.43,4.4,0.4,2020-06-24,Charlie needs more focus.
PO338,Buddy14,Female,Poodle,2020-04-01,4.5,2020-07-23,2023-03-04,251.7,5,80.96,3.7,0.33,2023-03-04,Buddy was highly energetic and responsive.
BM339,Buddy15,Male,Belgian Malinois,2018-12-11,5.8,2019-04-07,2024-04-28,312.52,5,73.32,5.9,0.33,2024-04-28,Buddy was distracted.
HU340,Maggie12,Female,Husky,2022-06-07,2.3,2023-02-12,2023-08-29,190.54,3,87.84,1.5,0.2,2023-08-29,Maggie was highly energetic and responsive.
BE341,Bear14,Female,Beagle,2019-10-21,5.0,2020-04-12,2022-01-11,277.0,5,70.5,6.1,0.33,2022-01-11,Bear showed great agility and focus.
GS342,Charlie20,Female,German Shepherd,2022-09-26,2.0,2023-06-01,2023-08-14,166.78,3,91.62,6.4,0.2,2023-08-14,Charlie needs to improve attention span.
GR343,Max12,Male,Golden Retriever,2020-11-11,3.9,2021-11-02,2023-07-22,265.33,5,80.24,2.0,0.33,2023-07-22,Max was slightly distracted but performed well overall.
DO344,Sadie17,Female,Doberman,2021-10-03,3.0,2022-09-26,2024-05-05,208.0,4,83.71,4.4,0.27,2024-05-05,Sadie executed commands flawlessly.
DO345,Charlie21,Female,Doberman,2017-11-05,6.9,2018-07-31,2021-08-12,347.8,6,63.19,1.6,0.4,2021-08-12,Charlie was distracted.
GR346,Luna16,Female,Golden Retriever,2020-03-24,4.5,2021-01-31,2021-07-04,282.38,5,80.68,4.8,0.33,2021-07-04,Luna needs more focus.
DO347,Stella19,Male,Doberman,2017-06-09,7.3,2017-12-09,2018-11-27,369.54,6,67.04,1.3,0.4,2018-11-27,Stella showed good scent tracking skills.
RO348,Stella20,Male,Rottweiler,2021-06-06,3.3,2022-02-20,2022-09-15,241.71,4,80.17,2.9,0.27,2022-09-15,Stella needs to improve attention span.
GS349,Charlie22,Female,German Shepherd,2021-11-25,2.9,2022-08-04,2023-03-28,228.64,4,86.77,8.5,0.27,2023-03-28,Charlie performed exceptionally well.
HU350,Cooper17,Male,Husky,2018-06-05,6.3,2019-04-15,2021-08-05,338.33,6,72.07,5.7,0.4,2021-08-05,Cooper showed improvement.
BC351,Stella21,Female,Border Collie,2021-07-08,3.3,2022-03-07,2022-09-06,209.68,4,84.38,7.8,0.27,2022-09-06,Stella was distracted.
GR352,Stella22,Male,Golden Retriever,2019-07-28,5.2,2020-05-27,2022-05-31,310.12,5,71.64,6.9,0.33,2022-05-31,Stella showed good scent tracking skills.
BC353,Sadie18,Male,Border Collie,2020-11-05,3.9,2021-04-25,2023-08-28,232.0,4,81.59,7.2,0.27,2023-08-28,Sadie showed improvement.
PO354,Bella22,Male,Poodle,2022-03-24,2.5,2022-12-22,2023-10-23,209.63,4,82.7,8.4,0.27,2023-10-23,Bella performed exceptionally well.
BM355,Jack20,Female,Belgian Malinois,2021-09-04,3.1,2022-01-28,2022-07-14,208.27,4,86.94,8.0,0.27,2022-07-14,Jack was highly energetic and responsive.
BM356,Daisy20,Male,Belgian Malinois,2020-09-02,4.1,2021-05-16,2022-08-21,270.29,5,78.57,5.4,0.33,2022-08-21,Daisy needs more focus.
HU357,Charlie23,Male,Husky,2022-01-16,2.7,2022-07-24,2024-08-18,201.52,4,82.86,8.7,0.27,2024-08-18,Charlie showed good scent tracking skills.
LA358,Duke16,Male,Labrador,2020-07-11,4.2,2020-09-08,2022-03-02,238.82,4,74.51,4.2,0.27,2022-03-02,Duke needs to improve attention span.
BM359,Luna17,Female,Belgian Malinois,2017-02-11,7.7,2017-10-02,2019-03-23,396.0,6,60.0,5.4,0.4,2019-03-23,Luna showed great agility and focus.
GS360,Sadie19,Female,German Shepherd,2018-12-01,5.9,2019-03-24,2024-01-02,337.03,6,72.99,7.2,0.4,2024-01-02,Sadie performed exceptionally well.
LA361,Lucy22,Male,Labrador,2020-12-13,3.8,2021-10-31,2023-02-11,256.78,5,82.47,7.1,0.33,2023-02-11,Lucy performed exceptionally well.
PO362,Molly15,Male,Poodle,2022-09-05,2.1,2023-06-04,2023-09-09,184.64,3,90.51,1.1,0.2,2023-09-09,Molly performed exceptionally well.
BC363,Oliver14,Female,Border Collie,2018-01-10,6.7,2018-08-20,2022-08-17,349.61,6,63.68,3.7,0.4,2022-08-17,Oliver needs more focus.
BC364,Lucy23,Male,Border Collie,2022-09-11,2.1,2023-06-29,2024-07-02,197.41,3,92.89,6.1,0.2,2024-07-02,Lucy showed good scent tracking skills.
BC365,Oliver15,Female,Border Collie,2021-07-26,3.2,2022-04-28,2022-08-01,213.45,4,81.76,3.9,0.27,2022-08-01,Oliver performed exceptionally well.
BM366,Oliver16,Male,Belgian Malinois,2021-02-04,3.7,2021-11-25,2024-02-16,228.36,4,77.07,8.7,0.27,2024-02-16,Oliver showed good scent tracking skills.
PO367,Bella23,Male,Poodle,2022-06-29,2.3,2023-06-29,2024-04-08,206.15,4,86.09,4.8,0.27,2024-04-08,Bella was slightly distracted but performed well overall.
LA368,Stella23,Male,Labrador,2018-12-06,5.8,2019-04-28,2023-04-02,318.89,5,73.85,9.2,0.33,2023-04-02,Stella was highly energetic and responsive.
RO369,Oliver17,Male,Rottweiler,2020-09-30,4.0,2021-03-29,2021-11-13,248.83,4,82.41,7.5,0.27,2021-11-13,Oliver needs more focus.
GS370,Bella24,Male,German Shepherd,2020-04-14,4.5,2020-11-11,2022-03-13,278.52,5,75.57,8.1,0.33,2022-03-13,Bella was highly energetic and responsive.
HU371,Jack21,Female,Husky,2017-07-30,7.2,2017-10-28,2023-03-08,352.15,6,65.34,6.2,0.4,2023-03-08,Jack showed good scent tracking skills.
GR372,Sadie20,Male,Golden Retriever,2017-03-02,7.6,2017-06-01,2021-10-11,386.19,6,61.13,8.8,0.4,2021-10-11,Sadie executed commands flawlessly.
GS373,Bear15,Female,German Shepherd,2018-03-10,6.6,2019-01-25,2024-04-12,333.23,6,70.62,2.6,0.4,2024-04-12,Bear was distracted.
DO374,Bella25,Male,Doberman,2019-04-07,5.5,2020-03-26,2020-08-21,286.44,5,70.24,7.9,0.33,2020-08-21,Bella executed commands flawlessly.
BC375,Duke17,Female,Border Collie,2021-10-16,3.0,2022-01-20,2023-11-10,209.85,4,84.29,4.9,0.27,2023-11-10,Duke showed great agility and focus.
PO376,Max13,Male,Poodle,2016-10-16,8.0,2017-02-25,2021-06-02,400.0,6,63.92,7.8,0.4,2021-06-02,Max needs more focus.
BE377,Max14,Male,Beagle,2019-12-27,4.8,2020-05-20,2024-05-09,295.08,5,74.12,1.9,0.33,2024-05-09,Max needs more focus.
BC378,Oliver18,Male,Border Collie,2022-01-17,2.7,2022-03-11,2023-02-09,219.19,4,86.06,5.7,0.27,2023-02-09,Oliver needs more focus.
HU379,Daisy21,Male,Husky,2018-12-08,5.8,2019-09-14,2021-10-18,327.5,5,67.65,9.2,0.33,2021-10-18,Daisy was slightly distracted but performed well overall.
LA380,Tucker22,Male,Labrador,2021-04-22,3.5,2021-09-07,2021-11-20,234.84,4,79.19,4.3,0.27,2021-11-20,Tucker showed improvement.
PO381,Jack22,Male,Poodle,2022-03-29,2.5,2022-06-22,2024-05-21,207.19,4,82.98,2.0,0.27,2024-05-21,Jack showed great agility and focus.
PO382,Buddy16,Female,Poodle,2017-06-16,7.3,2017-10-02,2020-02-20,381.56,6,64.8,3.7,0.4,2020-02-20,Buddy was distracted.
RO383,Jack23,Male,Rottweiler,2018-01-30,6.7,2018-04-23,2024-02-16,360.0,6,62.68,2.0,0.4,2024-02-16,Jack was distracted.
DO384,Bear16,Male,Doberman,2019-10-30,4.9,2020-08-22,2021-11-08,278.07,5,74.6,2.4,0.33,2021-11-08,Bear needs more focus.
DO385,Bear17,Female,Doberman,2019-01-26,5.7,2019-06-25,2019-07-30,294.26,5,67.39,2.0,0.33,2019-07-30,Bear showed good scent tracking skills.
DO386,Rocky22,Male,Doberman,2017-01-15,7.7,2017-03-24,2018-06-11,400.0,6,62.94,5.1,0.4,2018-06-11,Rocky performed exceptionally well.
BM387,Lola19,Male,Belgian Malinois,2021-08-29,3.1,2021-12-26,2024-07-08,197.83,3,82.41,8.2,0.2,2024-07-08,Lola was highly energetic and responsive.
PO388,Buddy17,Male,Poodle,2022-04-07,2.5,2022-05-11,2022-10-29,200.28,4,84.21,4.2,0.27,2022-10-29,Buddy showed great agility and focus.
BC389,Jack24,Male,Border Collie,2018-08-07,6.2,2019-02-28,2020-04-07,317.05,5,68.0,5.1,0.33,2020-04-07,Jack was slightly distracted but performed well overall.
DO390,Daisy22,Male,Doberman,2021-07-05,3.3,2021-10-10,2022-03-09,243.01,4,86.94,1.9,0.27,2022-03-09,Daisy showed good scent tracking skills.
DO391,Stella24,Female,Doberman,2020-09-29,4.0,2021-09-06,2023-11-22,261.17,5,81.11,8.8,0.33,2023-11-22,Stella executed commands flawlessly.
DO392,Sadie21,Male,Doberman,2018-03-02,6.6,2018-11-12,2019-06-18,330.03,6,68.55,1.1,0.4,2019-06-18,Sadie needs more focus.
BC393,Stella25,Male,Border Collie,2018-12-26,5.8,2019-10-17,2022-10-22,325.03,5,72.18,4.9,0.33,2022-10-22,Stella needs to improve attention span.
DO394,Luna18,Female,Doberman,2021-02-10,3.7,2021-12-22,2024-07-22,258.26,5,77.05,6.8,0.33,2024-07-22,Luna executed commands flawlessly.
RO395,Sadie22,Female,Rottweiler,2020-12-03,3.9,2021-02-09,2023-12-12,239.08,4,78.81,3.5,0.27,2023-12-12,Sadie needs more focus.
BE396,Bailey24,Female,Beagle,2018-04-04,6.5,2018-09-01,2019-08-19,342.11,6,70.51,5.0,0.4,2019-08-19,Bailey showed great agility and focus.
DO397,Bella26,Male,Doberman,2017-03-14,7.6,2018-03-13,2018-06-23,369.11,6,61.12,6.0,0.4,2018-06-23,Bella showed improvement.
GR398,Maggie13,Female,Golden Retriever,2017-01-28,7.7,2017-12-11,2020-05-06,394.93,6,61.06,4.1,0.4,2020-05-06,Maggie showed improvement.
BE399,Lola20,Female,Beagle,2017-06-22,7.3,2018-01-24,2023-03-22,358.31,6,66.09,3.0,0.4,2023-03-22,Lola was highly energetic and responsive.
HU400,Oliver19,Female,Husky,2021-08-02,3.2,2021-09-24,2022-09-25,219.7,4,87.22,7.7,0.27,2022-09-25,Oliver was slightly distracted but performed well overall.
GR401,Jack25,Male,Golden Retriever,2020-09-03,4.1,2020-12-03,2023-03-17,242.37,4,82.75,2.7,0.27,2023-03-17,Jack was highly energetic and responsive.
GR402,Daisy23,Male,Golden Retriever,2021-05-25,3.4,2022-02-09,2023-06-22,233.84,4,87.56,2.2,0.27,2023-06-22,Daisy showed great agility and focus.
LA403,Molly16,Male,Labrador,2017-12-04,6.9,2018-10-29,2024-04-28,375.72,6,68.31,9.2,0.4,2024-04-28,Molly showed good scent tracking skills.
GS404,Rocky23,Male,German Shepherd,2018-06-08,6.3,2019-05-11,2022-11-02,351.56,6,68.54,4.5,0.4,2022-11-02,Rocky showed good scent tracking skills.
BE405,Jack26,Female,Beagle,2018-12-07,5.8,2019-06-05,2022-01-17,329.69,5,67.38,6.4,0.33,2022-01-17,Jack needs more focus.
BM406,Bailey25,Female,Belgian Malinois,2020-05-04,4.4,2020-09-13,2021-12-16,269.97,5,75.91,4.1,0.33,2021-12-16,Bailey executed commands flawlessly.
GS407,Molly17,Female,German Shepherd,2021-06-26,3.3,2022-01-22,2023-09-19,222.96,4,84.21,7.0,0.27,2023-09-19,Molly was slightly distracted but performed well overall.
RO408,Oliver20,Female,Rottweiler,2022-08-20,2.1,2023-06-13,2023-09-05,159.76,3,85.95,7.0,0.2,2023-09-05,Oliver needs to improve attention span.
BM409,Duke18,Female,Belgian Malinois,2019-12-20,4.8,2020-04-02,2020-09-06,287.62,5,73.95,7.8,0.33,2020-09-06,Duke showed improvement.
HU410,Lola21,Male,Husky,2020-04-06,4.5,2021-04-02,2024-06-24,264.31,5,77.61,8.2,0.33,2024-06-24,Lola performed exceptionally well.
LA411,Lucy24,Female,Labrador,2018-02-08,6.7,2018-08-17,2019-04-24,331.77,6,64.01,6.6,0.4,2019-04-24,Lucy showed great agility and focus.
BE412,Luna19,Male,Beagle,2020-08-10,4.2,2021-02-06,2023-09-13,244.6,4,80.83,2.7,0.27,2023-09-13,Luna executed commands flawlessly.
RO413,Buddy18,Female,Rottweiler,2022-04-28,2.5,2023-01-02,2023-11-13,196.01,3,83.8,6.3,0.2,2023-11-13,Buddy performed exceptionally well.
LA414,Bella27,Female,Labrador,2021-01-15,3.7,2021-03-06,2022-02-13,255.9,5,82.47,8.0,0.33,2022-02-13,Bella showed good scent tracking skills.
BM415,Sadie23,Female,Belgian Malinois,2021-12-17,2.8,2022-06-27,2024-01-16,193.8,3,82.84,1.6,0.2,2024-01-16,Sadie needs more focus.
GS416,Daisy24,Female,German Shepherd,2021-09-30,3.0,2022-04-26,2023-01-07,227.84,4,86.63,4.0,0.27,2023-01-07,Daisy performed exceptionally well.
BE417,Maggie14,Female,Beagle,2022-09-05,2.1,2022-12-02,2023-12-21,176.58,3,93.54,6.5,0.2,2023-12-21,Maggie showed good scent tracking skills.
BE418,Charlie24,Female,Beagle,2018-07-02,6.3,2018-09-28,2023-02-24,326.51,5,70.74,1.2,0.33,2023-02-24,Charlie needs more focus.
HU419,Molly18,Female,Husky,2017-04-27,7.5,2017-06-18,2020-11-13,397.18,6,60.0,5.6,0.4,2020-11-13,Molly was distracted.
GS420,Bailey26,Male,German Shepherd,2022-01-16,2.7,2022-06-02,2024-05-18,206.43,4,83.63,7.2,0.27,2024-05-18,Bailey was distracted.
BE421,Bailey27,Female,Beagle,2021-12-20,2.8,2022-04-07,2022-05-31,203.37,4,84.32,1.8,0.27,2022-05-31,Bailey showed improvement.
GS422,Jack27,Male,German Shepherd,2020-03-23,4.6,2020-09-01,2023-01-13,268.02,5,78.3,4.9,0.33,2023-01-13,Jack showed improvement.
PO423,Buddy19,Male,Poodle,2022-01-25,2.7,2022-12-20,2023-03-06,209.29,4,82.23,9.4,0.27,2023-03-06,Buddy was distracted.
BM424,Oliver21,Male,Belgian Malinois,2019-08-15,5.2,2020-04-25,2022-07-15,290.8,5,75.61,5.3,0.33,2022-07-15,Oliver needs more focus.
BE425,Rocky24,Female,Beagle,2019-06-21,5.3,2020-06-09,2021-04-30,290.67,5,77.37,9.7,0.33,2021-04-30,Rocky was highly energetic and responsive.
LA426,Bailey28,Male,Labrador,2021-05-25,3.4,2021-07-15,2021-08-24,230.41,4,81.94,5.9,0.27,2021-08-24,Bailey was distracted.
BM427,Bear18,Female,Belgian Malinois,2020-05-27,4.4,2021-01-23,2024-10-06,279.06,5,74.42,2.7,0.33,2024-10-06,Bear showed good scent tracking skills.
BM428,Bear19,Male,Belgian Malinois,2020-09-29,4.0,2021-08-15,2022-01-03,264.06,5,84.32,9.9,0.33,2022-01-03,Bear showed great agility and focus.
RO429,Cooper18,Female,Rottweiler,2022-01-09,2.8,2022-06-16,2022-10-24,192.9,3,86.81,9.6,0.2,2022-10-24,Cooper was highly energetic and responsive.
GS430,Tucker23,Male,German Shepherd,2019-08-01,5.2,2020-07-13,2021-01-01,311.0,5,72.18,5.1,0.33,2021-01-01,Tucker showed good scent tracking skills.
BM431,Stella26,Male,Belgian Malinois,2018-09-10,6.1,2019-03-20,2024-09-02,325.88,5,64.55,3.2,0.33,2024-09-02,Stella needs to improve attention span.
PO432,Jack28,Female,Poodle,2021-04-09,3.5,2021-10-25,2024-08-02,229.76,4,81.09,3.7,0.27,2024-08-02,Jack needs more focus.
GR433,Duke19,Male,Golden Retriever,2019-08-19,5.1,2019-11-28,2023-01-04,279.11,5,76.84,6.6,0.33,2023-01-04,Duke was distracted.
LA434,Molly19,Male,Labrador,2018-03-27,6.5,2019-02-22,2020-06-01,360.0,6,68.02,5.9,0.4,2020-06-01,Molly needs more focus.
DO435,Rocky25,Female,Doberman,2018-05-18,6.4,2018-10-09,2022-02-11,325.36,5,68.01,1.8,0.33,2022-02-11,Rocky was highly energetic and responsive.
RO436,Max15,Male,Rottweiler,2020-12-01,3.9,2021-09-20,2022-08-03,244.1,4,77.29,9.5,0.27,2022-08-03,Max executed commands flawlessly.
DO437,Luna20,Male,Doberman,2020-04-28,4.5,2021-02-01,2022-06-20,251.26,5,76.19,1.4,0.33,2022-06-20,Luna needs to improve attention span.
RO438,Luna21,Female,Rottweiler,2017-07-06,7.3,2018-03-25,2018-10-31,355.35,6,64.99,1.9,0.4,2018-10-31,Luna needs more focus.
BM439,Jack29,Male,Belgian Malinois,2018-07-22,6.2,2019-07-21,2021-10-03,327.11,5,70.53,8.5,0.33,2021-10-03,Jack needs more focus.
BM440,Lucy25,Male,Belgian Malinois,2016-12-26,7.8,2017-08-20,2021-09-03,400.0,6,60.0,8.1,0.4,2021-09-03,Lucy showed good scent tracking skills.
LA441,Molly20,Male,Labrador,2017-11-05,6.9,2018-02-27,2020-10-26,341.83,6,66.93,2.9,0.4,2020-10-26,Molly executed commands flawlessly.
GS442,Luna22,Male,German Shepherd,2020-03-12,4.6,2020-11-09,2022-10-16,281.31,5,76.82,5.3,0.33,2022-10-16,Luna needs to improve attention span.
BC443,Duke20,Female,Border Collie,2022-07-12,2.2,2022-12-13,2023-02-25,167.62,3,89.92,2.2,0.2,2023-02-25,Duke needs more focus.
LA444,Stella27,Male,Labrador,2022-02-24,2.6,2022-06-19,2023-04-09,214.4,4,87.17,4.6,0.27,2023-04-09,Stella showed good scent tracking skills.
LA445,Oliver22,Male,Labrador,2020-05-07,4.4,2021-01-21,2024-07-16,284.71,5,81.67,2.5,0.33,2024-07-16,Oliver was slightly distracted but performed well overall.
BC446,Rocky26,Male,Border Collie,2017-01-18,7.7,2017-07-02,2019-06-18,397.72,6,60.0,5.1,0.4,2019-06-18,Rocky showed good scent tracking skills.
GR447,Tucker24,Female,Golden Retriever,2018-06-16,6.3,2018-09-21,2020-01-08,316.91,5,68.73,9.2,0.33,2020-01-08,Tucker was slightly distracted but performed well overall.
GS448,Maggie15,Male,German Shepherd,2020-10-15,4.0,2021-07-15,2021-11-01,265.11,5,80.31,7.8,0.33,2021-11-01,Maggie was distracted.
DO449,Rocky27,Male,Doberman,2017-12-09,6.8,2018-10-02,2023-07-21,349.82,6,61.43,5.8,0.4,2023-07-21,Rocky needs to improve attention span.
DO450,Lucy26,Female,Doberman,2021-09-06,3.1,2022-05-11,2022-10-25,206.43,4,87.16,9.2,0.27,2022-10-25,Lucy was distracted.
BM451,Maggie16,Female,Belgian Malinois,2019-11-21,4.9,2020-03-26,2020-05-06,292.12,5,78.39,6.2,0.33,2020-05-06,Maggie was distracted.
RO452,Max16,Female,Rottweiler,2020-06-22,4.3,2020-12-30,2023-05-16,255.74,5,75.05,6.9,0.33,2023-05-16,Max performed exceptionally well.
BM453,Bailey29,Female,Belgian Malinois,2018-09-05,6.1,2019-08-14,2021-03-30,348.42,6,68.47,2.8,0.4,2021-03-30,Bailey needs more focus.
RO454,Sadie24,Male,Rottweiler,2018-08-17,6.1,2019-06-29,2022-09-07,328.1,5,74.39,6.2,0.33,2022-09-07,Sadie was slightly distracted but performed well overall.
GS455,Buddy20,Male,German Shepherd,2017-10-08,7.0,2018-01-28,2019-04-13,351.08,6,64.01,4.0,0.4,2019-04-13,Buddy needs more focus.
BC456,Charlie25,Male,Border Collie,2018-06-01,6.4,2019-05-22,2019-07-01,352.17,6,71.23,5.2,0.4,2019-07-01,Charlie showed good scent tracking skills.
PO457,Cooper19,Male,Poodle,2019-10-30,4.9,2020-03-21,2022-05-19,266.95,5,70.88,4.5,0.33,2022-05-19,Cooper was slightly distracted but performed well overall.
BC458,Molly21,Female,Border Collie,2022-02-18,2.6,2022-06-17,2024-05-02,197.27,3,82.11,8.7,0.2,2024-05-02,Molly needs more focus.
BM459,Bear20,Male,Belgian Malinois,2017-01-19,7.7,2017-11-09,2020-07-14,393.36,6,63.24,4.2,0.4,2020-07-14,Bear showed improvement.
GS460,Cooper20,Female,German Shepherd,2018-04-19,6.5,2018-11-15,2023-05-21,339.97,6,64.5,1.1,0.4,2023-05-21,Cooper was distracted.
GR461,Bailey30,Female,Golden Retriever,2018-11-16,5.9,2019-06-11,2024-02-05,312.31,5,71.56,2.8,0.33,2024-02-05,Bailey was slightly distracted but performed well overall.
BC462,Max17,Female,Border Collie,2020-10-25,4.0,2021-06-20,2024-05-21,234.26,4,75.72,3.6,0.27,2024-05-21,Max was distracted.
RO463,Jack30,Female,Rottweiler,2017-10-24,7.0,2018-06-04,2023-12-05,373.3,6,67.57,9.7,0.4,2023-12-05,Jack showed great agility and focus.
DO464,Stella28,Male,Doberman,2017-05-16,7.4,2017-08-13,2020-08-03,360.2,6,64.34,9.9,0.4,2020-08-03,Stella needs to improve attention span.
HU465,Daisy25,Female,Husky,2016-12-26,7.8,2017-10-26,2018-01-03,400.0,6,60.0,3.6,0.4,2018-01-03,Daisy was slightly distracted but performed well overall.
HU466,Cooper21,Male,Husky,2017-06-08,7.3,2017-12-15,2022-01-01,362.49,6,64.24,2.6,0.4,2022-01-01,Cooper needs to improve attention span.
DO467,Bear21,Male,Doberman,2020-01-24,4.7,2020-07-07,2021-10-03,265.42,5,79.85,8.5,0.33,2021-10-03,Bear was highly energetic and responsive.
GS468,Buddy21,Male,German Shepherd,2021-11-24,2.9,2022-09-02,2024-06-21,189.01,3,89.07,9.6,0.2,2024-06-21,Buddy showed great agility and focus.
HU469,Maggie17,Female,Husky,2017-04-04,7.5,2018-02-22,2021-04-22,380.88,6,67.34,9.2,0.4,2021-04-22,Maggie performed exceptionally well.
PO470,Tucker25,Male,Poodle,2022-03-04,2.6,2022-12-28,2024-04-04,196.63,3,87.41,5.5,0.2,2024-04-04,Tucker was slightly distracted but performed well overall.
GS471,Lola22,Male,German Shepherd,2016-12-19,7.8,2017-09-10,2021-04-24,400.0,6,60.0,2.9,0.4,2021-04-24,Lola showed good scent tracking skills.
GR472,Bella28,Female,Golden Retriever,2019-11-13,4.9,2020-03-17,2023-05-14,274.26,5,73.19,9.6,0.33,2023-05-14,Bella was highly energetic and responsive.
HU473,Duke21,Female,Husky,2018-01-09,6.8,2018-05-26,2023-03-07,363.03,6,64.72,8.7,0.4,2023-03-07,Duke performed exceptionally well.
DO474,Duke22,Male,Doberman,2020-03-19,4.6,2020-06-08,2024-07-23,263.3,5,74.36,4.9,0.33,2024-07-23,Duke was slightly distracted but performed well overall.
BE475,Rocky28,Male,Beagle,2017-06-22,7.3,2017-07-26,2019-08-18,370.61,6,60.0,9.0,0.4,2019-08-18,Rocky needs more focus.
RO476,Bella29,Female,Rottweiler,2019-06-01,5.4,2019-11-06,2023-01-30,316.84,5,68.48,1.9,0.33,2023-01-30,Bella executed commands flawlessly.
LA477,Bear22,Female,Labrador,2017-06-08,7.3,2018-05-26,2019-07-24,371.74,6,61.85,4.2,0.4,2019-07-24,Bear needs more focus.
RO478,Jack31,Female,Rottweiler,2022-07-22,2.2,2023-03-19,2023-08-20,176.54,3,90.8,6.5,0.2,2023-08-20,Jack showed good scent tracking skills.
BC479,Bailey31,Male,Border Collie,2019-08-03,5.2,2020-03-01,2022-01-25,301.93,5,73.87,7.6,0.33,2022-01-25,Bailey was distracted.
PO480,Maggie18,Female,Poodle,2017-07-30,7.2,2018-07-18,2020-04-01,384.73,6,65.41,9.4,0.4,2020-04-01,Maggie was slightly distracted but performed well overall.
BC481,Stella29,Female,Border Collie,2021-12-23,2.8,2022-03-03,2022-09-14,198.75,3,84.13,6.9,0.2,2022-09-14,Stella performed exceptionally well.
BC482,Lucy27,Female,Border Collie,2017-10-15,7.0,2018-05-18,2024-04-19,381.12,6,64.14,2.7,0.4,2024-04-19,Lucy showed improvement.
GS483,Tucker26,Female,German Shepherd,2021-11-18,2.9,2022-04-04,2022-10-21,204.63,4,81.46,9.4,0.27,2022-10-21,Tucker showed great agility and focus.
RO484,Charlie26,Male,Rottweiler,2018-04-29,6.5,2019-02-21,2023-07-06,363.59,6,63.54,6.6,0.4,2023-07-06,Charlie was distracted.
PO485,Oliver23,Male,Poodle,2020-01-02,4.8,2020-06-25,2023-01-18,285.06,5,72.31,8.5,0.33,2023-01-18,Oliver showed improvement.
LA486,Luna23,Female,Labrador,2017-06-09,7.3,2018-03-05,2024-04-26,391.14,6,63.99,2.2,0.4,2024-04-26,Luna needs more focus.
GS487,Stella30,Female,German Shepherd,2017-11-25,6.9,2018-09-19,2022-04-09,375.11,6,65.32,3.0,0.4,2022-04-09,Stella was distracted.
DO488,Oliver24,Female,Doberman,2018-02-26,6.6,2018-08-08,2020-06-05,339.64,6,62.0,8.3,0.4,2020-06-05,Oliver executed commands flawlessly.
HU489,Oliver25,Female,Husky,2022-09-07,2.1,2023-06-15,2024-08-04,177.83,3,84.59,4.9,0.2,2024-08-04,Oliver performed exceptionally well.
BC490,Tucker27,Male,Border Collie,2018-08-03,6.2,2018-12-07,2023-08-19,347.79,6,68.37,3.2,0.4,2023-08-19,Tucker was slightly distracted but performed well overall.
PO491,Tucker28,Female,Poodle,2021-11-21,2.9,2022-07-25,2024-05-25,198.33,3,88.15,9.2,0.2,2024-05-25,Tucker performed exceptionally well.
BM492,Bailey32,Female,Belgian Malinois,2018-02-23,6.6,2018-06-29,2019-05-05,334.8,6,64.9,6.7,0.4,2019-05-05,Bailey showed good scent tracking skills.
DO493,Jack32,Female,Doberman,2020-09-02,4.1,2021-03-15,2021-05-23,239.84,4,84.2,1.2,0.27,2021-05-23,Jack was distracted.
BM494,Jack33,Male,Belgian Malinois,2017-11-11,6.9,2017-12-15,2020-08-24,342.36,6,60.65,3.0,0.4,2020-08-24,Jack was slightly distracted but performed well overall.
BM495,Sadie25,Female,Belgian Malinois,2017-07-30,7.2,2017-09-14,2021-06-27,353.21,6,66.51,2.3,0.4,2021-06-27,Sadie performed exceptionally well.
PO496,Cooper22,Female,Poodle,2020-09-28,4.0,2021-02-03,2022-07-30,262.69,5,83.28,2.1,0.33,2022-07-30,Cooper needs to improve attention span.
PO497,Lola23,Male,Poodle,2022-05-27,2.4,2022-10-05,2024-02-18,199.41,3,83.94,7.0,0.2,2024-02-18,Lola needs to improve attention span.
DO498,Lucy28,Female,Doberman,2019-02-26,5.6,2019-06-17,2023-01-25,319.13,5,74.45,5.9,0.33,2023-01-25,Lucy was distracted.
BM499,Sadie26,Female,Belgian Malinois,2020-07-20,4.2,2021-02-19,2021-07-05,272.05,5,76.18,2.0,0.33,2021-07-05,Sadie was slightly distracted but performed well overall.
HU500,Max18,Male,Husky,2019-09-07,5.1,2020-08-01,2021-05-03,287.08,5,71.93,9.7,0.33,2021-05-03,Max showed good scent tracking skills.
